drop_id,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10
1.0,6.574152871240434e-05,8.444774732377552e-05,9.165213879550105e-05,7.148298942117123e-05,7.771453644548659e-05,7.24906457017294e-05,6.577413994152459e-05,7.302945979045267e-05,7.293668045800533e-05,7.430543836435126e-05
2.0,5.4795879237690575e-05,5.408007854746892e-05,5.4833199774582404e-05,5.1285354850542906e-05,5.491023316679058e-05,4.83043097250176e-05,4.337921346460864e-05,5.175031511994752e-05,5.9744551673975934e-05,5.373459164244081e-05
3.0,0.0006914738362411955,0.0007497837258753762,0.0006898589367760522,0.0006035083394126258,0.0005908452331989829,0.000669969464511738,0.00060227271079207,0.0007685104148931113,0.0006178423509164674,0.0007190765100086587
4.0,0.00016999424617295073,0.00015990167635273727,0.00016587608370562698,0.00018022462979015795,0.00015159241541870267,0.00017129084178606332,0.0001679175918442934,0.0001608420345536763,0.0001817268869678932,0.00017694086812257255
5.0,0.000539188093945971,0.0004278142949034731,0.0005338272956545723,0.0005049640876118348,0.00044991783291549106,0.0005100617723116636,0.0005222867085468121,0.0005082107290291561,0.00047297306727261273,0.00049077717632067
6.0,0.0006912725743718428,0.0006526441822613869,0.0006599551605850454,0.0006644026893560384,0.0006402351602542174,0.0006355392227082779,0.000646982970248614,0.0007380775198067651,0.0006610818648162989,0.0006280259166465245
7.0,0.0009733284926993897,0.001035628002029381,0.0008691485057033587,0.001006535224249019,0.0009617159584689307,0.0008496496315193976,0.0008250738617215482,0.0008851828220760048,0.0009873328267485622,0.0009119898509814063
8.0,0.0008258987189396771,0.0010133574776223949,0.0007492756962709311,0.001001788870984242,0.0008852465114182083,0.00100866142285858,0.0008483317365715757,0.0008074544350969085,0.0009953777711876313,0.0013124943517688619
9.0,0.0005683161083815968,0.0006378926581743837,0.0005611568872593572,0.0005078356513223158,0.0004782624012567736,0.0007023822525887402,0.0006175410577745749,0.0005058193084730041,0.00045153090053512884,0.0005503973695706181
10.0,0.000441414284822654,0.0003242155352032777,0.0003565717503486571,0.00036591577577257755,0.00038518936637285174,0.0004251055681713312,0.0003436151139458346,0.0003877574162236116,0.0003878072685408666,0.0003721517225113981
